Code Name,Portal Destination,Risk Level,ID,X-coord,Y-coord
eosmreolgna,Forbidden Necropolis,You should be fine.,27982,7553285.126,458060.4413
eaoegomsnrl,Divine Ledge,You should be fine.,28143,7542609.19,457811.293
eonemlrogsa,Rhapsodic Plaza,"You should bring a group, a guide, a weapon, and a healer.",28212,7536437.143,457732.3517
ensmloegrao,Scalding Sepulcher,You might want to bring a friend.,28225,7536817.325,457711.0571
goneeosalmr,Sublime Guild,You should bring a group and a guide.,18911,7554198.438,470159.5856
aoenelgrosm,Forsaken Sound,You might want to bring a friend.,19135,7556186.656,469769.2264
eaoomselgnr,Swirling Fen,You should be fine.,19140,7557208.909,469763.1637
lrseogoenma,Baleful Field,"You should bring a group, a guide, and a weapon.",20079,7553638.998,468262.8632
snorgoelmea,Verdant Conclave,You should bring a group and a guide.,20131,7544061.636,468207.7415
gooealnrsme,Rustic Crescent,You might want to bring a friend.,20179,7543095.537,468135.7848
gomlerosnae,Enigmatic Village,You might want to bring a friend.,20235,7543394.699,468081.1276
lsgronmeoae,Unforgiving Refuge,You should bring a group and a guide.,20742,7539143.387,467112.6119
mgeelosanro,Shimmering Hinterland,"You should bring a group, a guide, and a weapon.",20876,7542745.851,466853.3629
nemoglsroae,Twinkling Steppes,"You should bring a group, a guide, a weapon, and a healer.",20930,7541919.513,466755.4199
nslemoreago,Rustic Orchard,You should bring a group.,21406,7554076.477,465984.2365
oelmngreoas,Abyssal Ziggurat,This is probably your last adventure.,21818,7538968.701,465407.0125
sooaregmeln,Vibrant Sea,"You should bring a group, a guide, a weapon, and a healer.",21939,7542875.479,465238.3793
asogmernole,Painted Hollow,You should bring a group.,21981,7539417.624,465173.2028
loeseganrmo,Vast Town,You should be fine.,22011,7561443.602,465138.5417
omnresogeal,Desolate Catacomb,You should bring a group.,22039,7539359.737,465106.7694
oemrsaegnol,Exotic Forge,You should bring a group and a guide.,22084,7565026.163,465043.5663
oolaenmegsr,Scalding Frost,You might want to bring a friend.,22205,7565191.311,464848.4291
rsngomoelae,Serene Boutique,You might want to bring a friend.,22234,7561497.19,464822.2717
ogeeomrlnsa,Forsaken Cove,"You should bring a group, a guide, a weapon, and a healer.",22262,7545642.889,464795.6211
esronlegaom,Whispering Quarters,"You should bring a group, a guide, and a weapon.",22395,7561378.452,464653.75
ganosmreeol,Hidden Rookery,You might want to bring a friend.,22683,7563820.001,464333.9616
raoeelosgnm,Sublime Grove,You should bring a group.,23076,7564688.522,463982.3291
soolnegearm,Bleak Precinct,This is probably your last adventure.,23116,7542097.734,463956.4278
gosreoalnme,Foggy Sanctuary,You should be fine.,23265,7546552.606,463807.1801
smaeonroegl,Crumbling Shambles,You should bring a group.,23286,7541047.391,463792.771
ooamesrgenl,Shrouded Citadel,"You should bring a group, a guide, a weapon, and a healer.",23477,7561621.862,463591.2992
smeenrgaool,Golden Estuary,You should be fine.,23522,7560010.688,463555.3442
neooelrsamg,Blazing Shack,This is probably your last adventure.,23545,7563113.84,463541.2231
molangreoes,Baleful Knoll,You should bring a group and a guide.,23552,7560253.992,463528.378
aonmoesrleg,Asymmetrical Mountain,You should be fine.,23561,7560622.725,463515.9669
onegoreamsl,Vast Glade,"You should bring a group, a guide, and a weapon.",15473,7531071.481,474813.4583
eoronegsaml,Sparkling Highland,You should bring a group and a guide.,15506,7546384.956,474795.622
nosomaelreg,Insidious Spring,You might want to bring a friend.,15521,7557023.423,474780.3973
nslgoormeea,Derelict Frontier,You should bring a group.,15539,7531557.799,474769.022
sreoelangmo,Desolate Canyon,You should bring a group.,15562,7547762.398,474753.1198
rngoelaoesm,Warped Dune,This is probably your last adventure.,15615,7536567.474,474706.9485
loensagrome,Chimerical Sect,You might want to bring a friend.,15729,7555357.041,474613.8632
soeemoranlg,Contorted Path,You should be fine.,15912,7530811.485,474466.8081
nlearsegoom,Rugged Ledge,You should bring a group.,15988,7531598.954,474392.919
aoeerlongms,Tranquil Battleground,You might want to bring a friend.,16019,7544227.553,474369.8163
leaomrgnoes,Sparkling Throne,You should be fine.,16302,7547001.134,474162.1043
aomeorngsle,Tidal Crescent,You should bring a group and a guide.,16354,7536253.927,474139.0584
eosnglarome,Moldering Trail,You might want to bring a friend.,16425,7556702.176,474095.9777
gaeloenomrs,Volcanic Obelisk,You should be fine.,16448,7556697.017,474081.664
gensaroomel,Reverberating Sanctuary,You should be fine.,16715,7546045.835,473851.8287
esreoanlgmo,Ancient Monastery,You should bring a group.,16793,7544768.78,473760.9829
eagelsrnmoo,Sandy Ruins,You should be fine.,17045,7547865.37,473385.5699
mlrgnsoaeoe,Uncharted Basin,"You should bring a group, a guide, a weapon, and a healer.",17082,7544446.111,473340.6329
emaogsleonr,Magnificent Monolith,You should bring a group and a guide.,17110,7547828.37,473288.6024
nrogomslaee,Gloomy Throne,You might want to bring a friend.,17121,7543814.578,473263.9744
elmoroengsa,Tempestuous Wetlands,You should bring a group and a guide.,17166,7552339.633,473195.3497
mreoeanolsg,Haunted Sepulcher,You should bring a group.,17185,7556736.506,473170.789
agoloenrsme,Sacred Garden,You should be fine.,17194,7556986.981,473161.9012
gnrseolemao,Desolate Dune,This is probably your last adventure.,17393,7550425.204,472769.6722
garesomolen,Brooding Road,You should bring a group.,17500,7545542.867,472629.9856
egnmeosoarl,Perilous Guild,You might want to bring a friend.,17697,7535336.76,472263.4127
olmaeonergs,Gloomy Keep,You might want to bring a friend.,17709,7535361.99,472241.8638
naegomrselo,Foggy Hamlet,"You should bring a group, a guide, and a weapon.",17779,7548875.29,472131.1004
segnooarmel,Tangled Keep,You should bring a group and a guide.,17823,7549083.121,472049.6289
gelsreonoam,Opulent Savanna,You might want to bring a friend.,17885,7549344.572,471945.9354
senormeloag,Colossal Dale,"You should bring a group, a guide, and a weapon.",17994,7549704.258,471806.7146
maneerogols,Subterranean Burrow,You might want to bring a friend.,18011,7556765.66,471787.5387
remsooglnae,Soaring Fort,You should be fine.,18151,7547320.527,471643.6391
rlsmnagoeoe,Luminous Thicket,You should bring a group and a guide.,18195,7549171.87,471565.6873
oeaeomglsrn,Frozen Savanna,"You should bring a group, a guide, and a weapon.",18217,7545103.332,471539.4386
nelmsgoroae,Uncharted Ward,You should bring a group and a guide.,18237,7550515.562,471488.9065
emaregoonsl,Rustic Bog,You should bring a group.,18251,7549429.798,471467.0597
ansolgereom,Sanguine Catacomb,This is probably your last adventure.,18337,7551297.692,471311.7717
nogaomelres,Starlit Boutique,You should bring a group and a guide.,18351,7533823.607,471300.8563
mrlseanooge,Scalding Guild,"You should bring a group, a guide, and a weapon.",18417,7550185.848,471172.2858
olrsgenmaoe,Bountiful Beach,This is probably your last adventure.,18834,7551102.265,470314.643
ormenegalos,Whispered Knoll,This is probably your last adventure.,10957,7561849.047,477790.6424
ronamesgleo,Pulsing Citadel,You might want to bring a friend.,10975,7554157.282,477784.0098
rnalogeemso,Nautical Ziggurat,"You should bring a group, a guide, a weapon, and a healer.",11000,7562419.722,477775.1142
senaroogeml,Moldering Temple,"You should bring a group, a guide, and a weapon.",11077,7537042.425,477729.9386
slangoermoe,Turbulent Wilds,"You should bring a group, a guide, a weapon, and a healer.",11170,7541178.67,477672.8264
eoalsgmoern,Arctic Garrison,"You should bring a group, a guide, and a weapon.",11354,7552263.627,477548.6453
raognoleems,Divine Gulch,You might want to bring a friend.,11382,7550794.724,477532.3114
gosomrealen,Sunken Bayou,You should be fine.,11563,7559158.638,477398.1037
grnooeseaml,Glassy Hill,You should bring a group.,11564,7559230.572,477397.9948
somgaeenolr,Chimerical Thicket,You should bring a group.,11593,7555944.015,477384.3773
somnalereog,Ancient Fiefdom,You should bring a group.,11673,7562206.293,477332.5154
nmeosgrloea,Roaring Crater,"You should bring a group, a guide, a weapon, and a healer.",11855,7553219.909,477230.7516
eonalgresom,Sacred Plaza,You might want to bring a friend.,11964,7561328.128,477173.1893
naroegmleso,Humming Geyser,This is probably your last adventure.,12003,7555941.1,477152.2165
aogonmrelse,Pristine Falls,"You should bring a group, a guide, and a weapon.",12244,7550144.176,476957.0587
gmslroenaeo,Hallowed Tomb,You should bring a group.,12251,7559211.689,476951.3806
loegrsnemao,Colossal Garden,You should bring a group.,12273,7552958.534,476934.1299
arogeslnmeo,Luminous Town,You might want to bring a friend.,12275,7553159.229,476933.3816
roesmgnoela,Ravaged Pass,"You should bring a group, a guide, a weapon, and a healer.",12332,7562387.754,476898.4117
eenomsroagl,Primeval Fjord,You should bring a group and a guide.,12415,7538005.506,476830.4242
osamrleoneg,Withered Cliff,"You should bring a group, a guide, and a weapon.",12444,7542186.262,476807.1398
oagemsorenl,Malevolent Wetlands,You should bring a group and a guide.,12454,7561807.02,476798.0768
emraloegnso,Inverted Fiefdom,You should bring a group and a guide.,12492,7546149.529,476771.7119
nlooeragems,Volcanic Glen,You should bring a group.,12634,7533623.909,476675.607
raosengmole,Insidious Oasis,You should bring a group.,12760,7544901.022,476606.9436
gloeosneamr,Chimerical Crescent,"You should bring a group, a guide, a weapon, and a healer.",13035,7554181.862,476422.7385
anremolgseo,Precarious Fjord,You should be fine.,13048,7554585.596,476416.2516
lrgaeseomno,Stealthy Spire,You should be fine.,13082,7537092.478,476397.5971
oesaloenmgr,Charmed Fiefdom,You should be fine.,13257,7544110.847,476292.0807
arogoenlmes,Moonlit Beach,You should bring a group.,13508,7555263.472,476143.711
emoolrgnase,Dreamlike Waste,This is probably your last adventure.,13631,7561570.072,476081.6663
roagomelsen,Flourishing Reef,This is probably your last adventure.,13774,7533886.666,475976.4505
nlroeosmaeg,Infested Monastery,"You should bring a group, a guide, and a weapon.",13788,7545824.183,475965.4902
rlneogomeas,Sacred Woods,"You should bring a group, a guide, and a weapon.",13858,7532728.23,475913.2316
seamorgelon,Flickering Terrace,This is probably your last adventure.,13895,7532208.231,475886.2096
rlmseaneoog,Harmonious Throne,You might want to bring a friend.,13906,7530890.502,475877.0456
glareomnsoe,Azure Ridge,You might want to bring a friend.,14061,7553308.785,475791.0056
eosreonlgma,Ephemeral Garrison,You should bring a group.,14066,7555912.5,475780.7215
goseerlanom,Iridescent Glade,You might want to bring a friend.,14139,7534456.636,475723.624
negoleoamsr,Inviting Rookery,"You should bring a group, a guide, and a weapon.",14186,7534419.564,475680.3159
alsgrnmeeoo,Serpentine Archipelago,You should bring a group.,14773,7554924.768,475295.0876
mloreensoag,Resplendent Temple,You should be fine.,14876,7533363.784,475222.9219
lgesnoraeom,Meandering Peninsula,This is probably your last adventure.,14900,7547505.113,475206.8757
eromsgalnoe,Arctic Forest,You might want to bring a friend.,14997,7556842.747,475119.5932
saoengmelro,Phantasmal Ward,You should be fine.,15130,7561693.261,475017.9003
sglnaoemore,Contorted Ruins,This is probably your last adventure.,15303,7547269.337,474925.2005
eoasnrmoelg,Harmonious Sanctuary,You might want to bring a friend.,15341,7535379.023,474906.3219
gaoenemlsro,Radiant Forest,You should bring a group and a guide.,15470,7535117.661,474820.2303
olsonemagre,Moldering Field,You should bring a group and a guide.,7310,7537985.737,480727.2828
arsemgoneol,Ravaged Forest,"You should bring a group, a guide, a weapon, and a healer.",7420,7562355.399,480601.7612
lnomsreogae,Barren Waste,You might want to bring a friend.,7434,7533536.799,480589.8284
mnaglrseeoo,Sinister Manor,You might want to bring a friend.,7518,7541270.124,480471.3678
lrgeomsanoe,Coiling Path,"You should bring a group, a guide, a weapon, and a healer.",7519,7547456.803,480470.2431
manosegrole,Frigid Mesa,"You should bring a group, a guide, a weapon, and a healer.",7628,7550813.17,480359.2877
agmroonesel,Golden Sect,This is probably your last adventure.,7663,7534219.427,480324.7831
neosgeamorl,Dreamlike Bivouac,You should bring a group.,7672,7534198.211,480317.7234
glraseoeomn,Dreamlike Monument,You should bring a group.,7674,7551042.609,480316.6148
nleroemosga,Delirious Hill,"You should bring a group, a guide, and a weapon.",7870,7533678.908,480160.4058
olgeesroman,Gargantuan Thicket,"You should bring a group, a guide, a weapon, and a healer.",7971,7536266.757,480080.8888
lrgoesanmoe,Thorny Vault,You should bring a group and a guide.,8009,7551947.008,480048.6414
goramnsolee,Exquisite Frost,This is probably your last adventure.,8010,7555315.559,480047.7034
eegonsormla,Golden Wilds,"You should bring a group, a guide, a weapon, and a healer.",8102,7532300.344,479958.0614
gmnerolsaeo,Smoky Sound,"You should bring a group, a guide, and a weapon.",8161,7547042.996,479872.6184
geearolmsno,Legendary Oasis,You should be fine.,8168,7537091.579,479862.8799
gnemoleraos,Opulent Plaza,You should be fine.,8370,7536468.5,479673.5912
georelaosmn,Dusky Lake,You should bring a group and a guide.,8391,7538235.972,479660.3287
enaorsgmleo,Perilous Quarry,"You should bring a group, a guide, a weapon, and a healer.",8502,7538050.552,479587.4606
omneasolegr,Rhapsodic Highland,You should be fine.,8575,7537818.425,479532.8173
emleooagsnr,Obsidian Pantry,You should be fine.,8583,7537851.016,479527.1539
sonmegleroa,Reverberating Well,You should bring a group.,8616,7561331.366,479492.1322
osemonrglea,Shrouded Ward,You should be fine.,8772,7539336.983,479368.7434
osoaermelng,Pristine Basin,You should bring a group.,8835,7531252.662,479328.6188
arlegnomeos,Frozen Wilds,"You should bring a group, a guide, a weapon, and a healer.",8877,7555297.244,479304.8894
asnoemloerg,Tranquil Peak,This is probably your last adventure.,8926,7557147.102,479278.6289
oegarsoelmn,Arcane Geyser,You should bring a group.,9058,7530915.398,479202.1693
aonslmerego,Nocturnal Vault,"You should bring a group, a guide, and a weapon.",9348,7541472.905,479038.8133
moralesgone,Sparkling Woods,This is probably your last adventure.,9363,7555595.026,479029.8848
mrgslneoeoa,Smoky Boutique,You might want to bring a friend.,9474,7550467.127,478935.769
oreesalongm,Moaning Landing,This is probably your last adventure.,9523,7539825.798,478890.8091
eomglraeson,Forsaken Catacomb,This is probably your last adventure.,9556,7538798.621,478866.5951
galsoreoemn,Sinister Throne,You should be fine.,9702,7534812.272,478748.5945
meoaesorgnl,Gleaming Scar,"You should bring a group, a guide, and a weapon.",9798,7549696.896,478658.9921
ergsmloeano,Meandering Meadow,You might want to bring a friend.,9879,7546917.136,478575.4636
rleonmeagos,Petrified Range,You should bring a group and a guide.,9955,7535911.745,478510.8114
neloemragso,Fabled Mesa,"You should bring a group, a guide, and a weapon.",9984,7550885.193,478491.7008
osgnmroaele,Volcanic Tomb,You might want to bring a friend.,10195,7548264.558,478344.0784
lsnoaeemrgo,Obsidian Shack,You should bring a group.,10309,7535893.425,478248.6903
eselaromnog,Spacious Waste,This is probably your last adventure.,10330,7533116.23,478224.8793
